sigla,iata,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio,Ano
APO,APO,ANTONIO ROLDAN BETANCOURT,Carepa,Antioquia,Nacional,7.8118,-76.7164,AEROCIVIL,EN CONCESION- SOACN(Sociedad Operadora de Aeropuertos Centro Norte,3627.0,10.0,,46.0," 1590,000",1969-06-10,,4C,Aerocivil,15202.0,5,5147,2017
APO,APO,ANTONIO ROLDAN BETANCOURT,Carepa,Antioquia,Nacional,7.8118,-76.7164,AEROCIVIL,EN CONCESION- SOACN(Sociedad Operadora de Aeropuertos Centro Norte,6697.0,0.0,,46.0," 1590,000",1969-06-10,,4C,Público,3445.0,5,5147,2018
ARO,ARO,ARBOLETES,Arboletes,Antioquia,Aeródromo,8.8394,-76.43,MUNICIPIO,MUNICIPIO,33.0,9.0,6000.0,13.0," 4381,000",2002-09-04,,2B,Privado,7.0,5,5051,2017
ARO,ARO,ARBOLETES,Arboletes,Antioquia,Aeródromo,8.8394,-76.43,MUNICIPIO,MUNICIPIO,1.0,7.0,6000.0,13.0," 4381,000",2002-09-04,,2B,Privado,10.0,5,5051,2018
ARQ,ARQ,EL TRONCAL,Arauquita,Arauca,Aeródromo,7.0211,-71.3889,AEROCIVIL,AEROCIVIL,44.0,3.0,12202.0,509.0," 1073,000",1969-09-15,,2C,Público,25.0,81,81065,2017
ARQ,ARQ,EL TRONCAL,Arauquita,Arauca,Aeródromo,7.0211,-71.3889,AEROCIVIL,AEROCIVIL,6.0,2.0,12202.0,509.0," 1073,000",1969-09-15,,2C,Privado,12.0,81,81065,2018
ATC,,ATACO,Ataco,Tolima,Aeródromo,3.5837,-75.3891,MUNICIPIO,MUNICIPIO,273.0,24.0,4000.0,1519.0,"  156,000",1957-07-23,,2A,Privado,2.0,73,73067,2017
ATC,,ATACO,Ataco,Tolima,Aeródromo,3.5837,-75.3891,MUNICIPIO,MUNICIPIO,242.0,41.0,4000.0,1519.0,"  156,000",1957-07-23,,2A,Aerocivil,3.0,73,73067,2018
AUC,AUC,SANTIAGO PEREZ QUIROZ,Arauca,Arauca,Nacional,7.0689,-70.737,AEROCIVIL,AEROCIVIL,427.0,60.0,,418.0,"  984,000",1987-02-02,,4C,Fumigación,40860.0,81,81001,2017
AUC,AUC,SANTIAGO PEREZ QUIROZ,Arauca,Arauca,Nacional,7.0689,-70.737,AEROCIVIL,AEROCIVIL,425.0,110.0,,418.0,"  984,000",1987-02-02,,4C,Aerocivil,78940.0,81,81001,2018
AUR,,EL CORAJE,Ariguaní,Magdalena,Aeródromo,10.0247,-74.067,CAMAGUEY S.A.,CAMAGUEY S.A.,583.0,1.0,4000.0,282.0," 7094,000",2013-12-19,,1A,Público,29.0,47,47058,2017
AUR,,EL CORAJE,Ariguaní,Magdalena,Aeródromo,10.0247,-74.067,CAMAGUEY S.A.,CAMAGUEY S.A.,558.0,1.0,4000.0,282.0," 7094,000",2013-12-19,,1A,Fumigación,5.0,47,47058,2018
BAL,,INGENIO RISARALDA,Balboa,Risaralda,Aeródromo,4.8948,-75.9044,INGENIO RISARALDA,ING.RISARALDA-ASOCAÑA,158.0,10.0,500.0,3034.0," 2954,000",2013-06-20,2015-08-05,1A,Aerocivil,0.0,66,66075,2017
BAL,,INGENIO RISARALDA,Balboa,Risaralda,Aeródromo,4.8948,-75.9044,INGENIO RISARALDA,ING.RISARALDA-ASOCAÑA,69.0,20.0,500.0,3034.0," 2954,000",2013-06-20,2015-08-05,1A,Privado,0.0,66,66075,2018
BAN,,BANCO LARGO,Nunchía,Casanare,Aeródromo,5.4631,-72.0631,JAVIER CHINCHILLA MUNAR,SFA- LTDA,271.0,16.0,2000.0,692.0," 7056,000",2012-12-07,,1A,Público,0.0,85,85225,2017
BAN,,BANCO LARGO,Nunchía,Casanare,Aeródromo,5.4631,-72.0631,JAVIER CHINCHILLA MUNAR,SFA- LTDA,68.0,32.0,2000.0,692.0," 7056,000",2012-12-07,,1A,Público,0.0,85,85225,2018
BAR,,GUAICARAMO,Barranca de Upía,Meta,Aeródromo,4.4605,-72.9509,GUAICARAMO S.A.,GUAICARAMO S.A.,864.0,6.0,5500.0,649.0," 7236,000",2013-12-27,,1A,Público,14.0,50,50110,2017
BAR,,GUAICARAMO,Barranca de Upía,Meta,Aeródromo,4.4605,-72.9509,GUAICARAMO S.A.,GUAICARAMO S.A.,1310.0,6.0,5500.0,649.0," 7236,000",2013-12-27,,1A,Privado,9.0,50,50110,2018
BBA,,PIZARRO,Bajo Baudó,Chocó,Aeródromo,4.9608,-77.3633,MUNICIPIO,MUNICIPIO,1370.0,8.0,,10.0," 6365,000",2008-12-30,,1A,Fumigación,8752.0,27,27077,2017
BBA,,PIZARRO,Bajo Baudó,Chocó,Aeródromo,4.9608,-77.3633,MUNICIPIO,MUNICIPIO,2176.0,1.0,,10.0," 6365,000",2008-12-30,,1A,Fumigación,11585.0,27,27077,2018
BEC,,BECERRIL,Becerril,Cesar,Aeródromo,9.6628,-73.2744,MUNICIPIO,FUMILLANOS,2213.0,40.0,3500.0,320.0," 2989,000",2008-07-02,,3B,Privado,40.0,20,20045,2017
BEC,,BECERRIL,Becerril,Cesar,Aeródromo,9.6628,-73.2744,MUNICIPIO,FUMILLANOS,2418.0,52.0,3500.0,320.0," 2989,000",2008-07-02,,3B,Fumigación,28.0,20,20045,2018
BIC,,BERASTEGUI,Ciénaga de Oro,Córdoba,Aeródromo,8.8845,-75.6835,AEROCIVIL,AEROCIVIL,1221.0,16.0,2000.0,48.0,"  984,000",1987-02-02,,0B,Privado,1.0,23,23189,2017
BIC,,BERASTEGUI,Ciénaga de Oro,Córdoba,Aeródromo,8.8845,-75.6835,AEROCIVIL,AEROCIVIL,604.0,8.0,2000.0,48.0,"  984,000",1987-02-02,,0B,Fumigación,2.0,23,23189,2018
BIZ,,BIZERTA,Nunchía,Casanare,Aeródromo,5.4225,-71.9936,CELMIRA BARRAGAN F.,FUMIVILLA LTDA,1193.0,9.0,2000.0,639.0,"  151,000",2013-01-25,,1A,Privado,1.0,85,85225,2017
BIZ,,BIZERTA,Nunchía,Casanare,Aeródromo,5.4225,-71.9936,CELMIRA BARRAGAN F.,FUMIVILLA LTDA,1535.0,6.0,2000.0,639.0,"  151,000",2013-01-25,,1A,Público,1.0,85,85225,2018
BMG,,BARRANCO MINAS,Barranco Minas,Guainía,Aeródromo,3.4907,-69.8097,GOBERNACION,DEPARTAMENTO,1655.0,25.0,,125.0," 2477,000",1972-09-11,,1A,Público,4202.0,94,94343,2017
BMG,,BARRANCO MINAS,Barranco Minas,Guainía,Aeródromo,3.4907,-69.8097,GOBERNACION,DEPARTAMENTO,2670.0,45.0,,125.0," 2477,000",1972-09-11,,1A,Aerocivil,8223.0,94,94343,2018
BNI,,BOLUGA,Venadillo,Tolima,Aeródromo,4.6903,-74.8894,MARGOT URIBE DE SAMPER Y CIA,CRUZ VERDE,131.0,2.0,3000.0,1092.0," 2172,000",2012-04-30,,1A,Público,0.0,73,73861,2017
BNI,,BOLUGA,Venadillo,Tolima,Aeródromo,4.6903,-74.8894,MARGOT URIBE DE SAMPER Y CIA,CRUZ VERDE,9.0,2.0,3000.0,1092.0," 2172,000",2012-04-30,,1A,Público,0.0,73,73861,2018
BNO,,BUENOS AIRES,Puerto Wilches,Santander,Aeródromo,7.462,-73.7464,AGRICOLA BUFALERA DE COLOMBIA,EL MISMO,1092.0,12.0,3500.0,229.0," 7239,000",2012-12-19,,1A,Público,37.0,68,68575,2017
BNO,,BUENOS AIRES,Puerto Wilches,Santander,Aeródromo,7.462,-73.7464,AGRICOLA BUFALERA DE COLOMBIA,EL MISMO,2128.0,9.0,3500.0,229.0," 7239,000",2012-12-19,,1A,Público,66.0,68,68575,2018
BNP,,BUENOS AIRES -FADELCE,Pailitas,Cesar,Aeródromo,9.02,-73.6725,FADELCE LTDA,FADELCE LTDA,1405.0,22.0,2000.0,82.0,"   24,000",2009-01-07,2012-02-12,2A,Privado,0.0,20,20517,2017
BNP,,BUENOS AIRES -FADELCE,Pailitas,Cesar,Aeródromo,9.02,-73.6725,FADELCE LTDA,FADELCE LTDA,2676.0,42.0,2000.0,82.0,"   24,000",2009-01-07,2012-02-12,2A,Público,0.0,20,20517,2018
BOG,BOG,EL DORADO,"Bogotá, D.C.","Bogotá, D.C.",Internacional,4.7017,-74.1469,AEROCIVIL,EN CONCESION CODAD,6516.0,14.0,,8356.0,"  320,000",1959-12-04,,4E,Fumigación,811607.0,11,11001,2017
BOG,BOG,EL DORADO,"Bogotá, D.C.","Bogotá, D.C.",Internacional,4.7017,-74.1469,AEROCIVIL,EN CONCESION CODAD,6567.0,6.0,,8356.0,"  320,000",1959-12-04,,4E,Público,396522.0,11,11001,2018
BUN,BUN,BUENAVENTURA-GERARDO TOBAR LOPEZ,Buenaventura,Valle del Cauca,Nacional,3.8196,-76.9899,AEROCIVIL,AEROCIVIL,2165.0,37.0,,44.0," 1026,000",1967-08-28,,2C,Privado,4304.0,76,76109,2017
BUN,BUN,BUENAVENTURA-GERARDO TOBAR LOPEZ,Buenaventura,Valle del Cauca,Nacional,3.8196,-76.9899,AEROCIVIL,AEROCIVIL,3210.0,42.0,,44.0," 1026,000",1967-08-28,,2C,Fumigación,2161.0,76,76109,2018
CIM,CIM,GUSTAVO ROJAS PINILLA,Cimitarra,Santander,Aeródromo,6.3674,-73.9706,AEROCIVIL,AEROCIVIL,143.0,77.0,12202.0,735.0,"  644,000",1967-06-05,,3C,Fumigación,273.0,68,68190,2017
CIM,CIM,GUSTAVO ROJAS PINILLA,Cimitarra,Santander,Aeródromo,6.3674,-73.9706,AEROCIVIL,AEROCIVIL,77.0,95.0,12202.0,735.0,"  644,000",1967-06-05,,3C,Fumigación,250.0,68,68190,2018
CLO,CLO,ALFONSO BONILLA ARAGON,Palmira,Valle del Cauca,Internacional,3.5431,-76.3817,AEROCIVIL,CONCESION AEROCALI S.A.,1088.0,73.0,,3174.0,"  984,000",1987-02-02,,4E,Público,406127.0,76,76520,2017
CLO,CLO,ALFONSO BONILLA ARAGON,Palmira,Valle del Cauca,Internacional,3.5431,-76.3817,AEROCIVIL,CONCESION AEROCALI S.A.,693.0,76.0,,3174.0,"  984,000",1987-02-02,,4E,Aerocivil,571831.0,76,76520,2018
COG,COG,CONDOTO MANDINGA,Condoto,Chocó,Regional,5.072,-76.6766,AEROCIVIL,AEROCIVIL,1897.0,18.0,,166.0,"  984,000",1987-02-02,,2C,Fumigación,8558.0,27,27205,2017
COG,COG,CONDOTO MANDINGA,Condoto,Chocó,Regional,5.072,-76.6766,AEROCIVIL,AEROCIVIL,2668.0,23.0,,166.0,"  984,000",1987-02-02,,2C,Privado,10853.0,27,27205,2018
CPL,CPL,NAVAS PARDO,Chaparral,Tolima,Aeródromo,3.7238,-75.4654,AEROCIVIL,AEROCIVIL,1286.0,10.0,,2729.0,"  499,000",1968-07-20,,2C,Público,1015.0,73,73168,2017
CPL,CPL,NAVAS PARDO,Chaparral,Tolima,Aeródromo,3.7238,-75.4654,AEROCIVIL,AEROCIVIL,2410.0,3.0,,2729.0,"  499,000",1968-07-20,,2C,Público,1323.0,73,73168,2018
CTG,CTG,RAFAEL NUÑEZ,Cartagena de Indias,Bolívar,Internacional,10.442,-75.5123,AEROCIVIL,CONCESION-SACSA,922.0,41.0,,7.0," 4501,000",2012-08-16,,4D,Privado,203236.0,13,13001,2017
CTG,CTG,RAFAEL NUÑEZ,Cartagena de Indias,Bolívar,Internacional,10.442,-75.5123,AEROCIVIL,CONCESION-SACSA,808.0,6.0,,7.0," 4501,000",2012-08-16,,4D,Privado,251525.0,13,13001,2018
CUC,CUC,CAMILO DAZA,San José de Cúcuta,Norte de Santander,Internacional,7.9274,-72.5116,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,3718.0,30.0,,1027.0,"  984,000",1987-02-02,,4D,Fumigación,132445.0,54,54001,2017
CUC,CUC,CAMILO DAZA,San José de Cúcuta,Norte de Santander,Internacional,7.9274,-72.5116,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,4768.0,30.0,,1027.0,"  984,000",1987-02-02,,4D,Fumigación,204319.0,54,54001,2018
CUC,CUC,CAMILO DAZA No.2,San José de Cúcuta,Norte de Santander,Internacional,7.9274,-72.5116,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,3790.0,20.0,,1027.0,"  984,000",1987-02-02,,4A,Público,0.0,54,54001,2017
CUC,CUC,CAMILO DAZA No.2,San José de Cúcuta,Norte de Santander,Internacional,7.9274,-72.5116,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,5337.0,7.0,,1027.0,"  984,000",1987-02-02,,4A,Fumigación,0.0,54,54001,2018
CZU,CZU,LAS BRUJAS,Corozal,Sucre,Regional,9.3325,-75.2853,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,2304.0,19.0,,519.0," 1862,000",1971-07-19,,3C,Público,26505.0,70,70215,2017
CZU,CZU,LAS BRUJAS,Corozal,Sucre,Regional,9.3325,-75.2853,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,2559.0,9.0,,519.0," 1862,000",1971-07-19,,3C,Público,38835.0,70,70215,2018
EJA,EJA,YARIGUIES,Barrancabermeja,Santander,Nacional,7.0244,-73.8068,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,2280.0,22.0,61100.0,414.0,"  115,000",1965-09-02,,3C,Aerocivil,41185.0,68,68081,2017
EJA,EJA,YARIGUIES,Barrancabermeja,Santander,Nacional,7.0244,-73.8068,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,4464.0,1.0,61100.0,414.0,"  115,000",1965-09-02,,3C,Público,61172.0,68,68081,2018
EJU,,EL JUNCAL,Palermo,Huila,Aeródromo,2.8471,-75.3133,ASOJUNCAL,SANIDAD VEGETAL CRUZ VERDE,228.0,9.0,2000.0,1509.0," 4949,000",2010-10-01,,1A,Fumigación,0.0,41,41524,2017
EJU,,EL JUNCAL,Palermo,Huila,Aeródromo,2.8471,-75.3133,ASOJUNCAL,SANIDAD VEGETAL CRUZ VERDE,188.0,0.0,2000.0,1509.0," 4949,000",2010-10-01,,1A,Aerocivil,0.0,41,41524,2018
ELB,ELB,LAS FLORES,El Banco,Magdalena,Aeródromo,9.0428,-73.9715,AEROCIVIL,AEROCIVIL,767.0,27.0,19045.0,110.0," 1374,000",1978-04-06,,3B,Fumigación,172.0,47,47245,2017
ELB,ELB,LAS FLORES,El Banco,Magdalena,Aeródromo,9.0428,-73.9715,AEROCIVIL,AEROCIVIL,614.0,6.0,19045.0,110.0," 1374,000",1978-04-06,,3B,Aerocivil,75.0,47,47245,2018
EYP,EYP,EL ALCARAVAN,Yopal,Casanare,Nacional,5.3191,-72.3842,AEROCIVIL,AEROCIVIL,4202.0,14.0,,1016.0,"  984,000",1987-02-02,,3C,Privado,104521.0,85,85001,2017
EYP,EYP,EL ALCARAVAN,Yopal,Casanare,Nacional,5.3191,-72.3842,AEROCIVIL,AEROCIVIL,6594.0,10.0,,1016.0,"  984,000",1987-02-02,,3C,Fumigación,141052.0,85,85001,2018
FLA,FLA,GUSTAVO ARTUNDUAGA PAREDES,Florencia,Caquetá,Nacional,1.589,-75.5643,AEROCIVIL,AEROCIVIL,1659.0,25.0,,803.0,"  984,000",1987-02-02,,3C,Público,28550.0,18,18001,2017
FLA,FLA,GUSTAVO ARTUNDUAGA PAREDES,Florencia,Caquetá,Nacional,1.589,-75.5643,AEROCIVIL,AEROCIVIL,3088.0,20.0,,803.0,"  984,000",1987-02-02,,3C,Privado,55514.0,18,18001,2018
GPI,GPI,JUAN CASIANO,Guapí,Cauca,Regional,2.57,-77.898,AEROCIVIL,AEROCIVIL,1074.0,24.0,,164.0,"  245,000",1960-08-17,,3C,Público,10037.0,19,19318,2017
GPI,GPI,JUAN CASIANO,Guapí,Cauca,Regional,2.57,-77.898,AEROCIVIL,AEROCIVIL,848.0,36.0,,164.0,"  245,000",1960-08-17,,3C,Aerocivil,18678.0,19,19318,2018
GYM,,FLAMINIO S. CAMACHO,Chía,Cundinamarca,Aeródromo,4.8125,-74.0651,AEROCIVIL,AEROCIVIL,342.0,26.0,7000.0,8386.0,"  984,000",1987-02-02,,2B,Fumigación,7783.0,25,25175,2017
GYM,,FLAMINIO S. CAMACHO,Chía,Cundinamarca,Aeródromo,4.8125,-74.0651,AEROCIVIL,AEROCIVIL,185.0,26.0,7000.0,8386.0,"  984,000",1987-02-02,,2B,Fumigación,9577.0,25,25175,2018
HTZ,HTZ,HATO COROZAL,Hato Corozal,Casanare,Aeródromo,6.1535,-71.7616,AEROCIVIL,AEROCIVIL,884.0,21.0,12202.0,830.0,"  502,000",1967-05-05,,2C,Público,265.0,85,85125,2017
HTZ,HTZ,HATO COROZAL,Hato Corozal,Casanare,Aeródromo,6.1535,-71.7616,AEROCIVIL,AEROCIVIL,89.0,29.0,12202.0,830.0,"  502,000",1967-05-05,,2C,Fumigación,413.0,85,85125,2018
IBE,IBE,PERALES,Ibagué,Tolima,Nacional,4.4217,-75.1336,AEROCIVIL,AEROCIVIL,2618.0,19.0,,3114.0,"  984,000",1987-02-02,,3C,Fumigación,34496.0,73,73001,2017
IBE,IBE,PERALES,Ibagué,Tolima,Nacional,4.4217,-75.1336,AEROCIVIL,AEROCIVIL,3146.0,9.0,,3114.0,"  984,000",1987-02-02,,3C,Fumigación,16305.0,73,73001,2018
IGO,IGO,JAIME ORTIZ BETANCUR,Chigorodó,Antioquia,Aeródromo,7.6772,-76.683,MUNICIPIO,MUNICIPIO,361.0,22.0,6400.0,170.0," 4545,000",2012-08-17,,1A,Público,389.0,5,5172,2017
IGO,IGO,JAIME ORTIZ BETANCUR,Chigorodó,Antioquia,Aeródromo,7.6772,-76.683,MUNICIPIO,MUNICIPIO,186.0,34.0,6400.0,170.0," 4545,000",2012-08-17,,1A,Fumigación,461.0,5,5172,2018
IPI,IPI,SAN LUIS,Aldana,Nariño,Internacional,0.8619,-77.6718,AEROCIVIL,AEROCIVIL,500.0,39.0,,9740.0,"  455,000",1969-05-19,,3C,Privado,5959.0,52,52022,2017
IPI,IPI,SAN LUIS,Aldana,Nariño,Internacional,0.8619,-77.6718,AEROCIVIL,AEROCIVIL,229.0,56.0,,9740.0,"  455,000",1969-05-19,,3C,Público,11349.0,52,52022,2018
MFS,MFS,MIRAFLORES,Miraflores,Guaviare,Aeródromo,1.3377,-71.9507,MUNICIPIO,MUNICIPIO,1236.0,0.0,25000.0,730.0,"   21,000",1957-01-30,,3B,Aerocivil,140.0,95,95200,2017
MFS,MFS,MIRAFLORES,Miraflores,Guaviare,Aeródromo,1.3377,-71.9507,MUNICIPIO,MUNICIPIO,195.0,0.0,25000.0,730.0,"   21,000",1957-01-30,,3B,Fumigación,46.0,95,95200,2018
MGN,MGN,BARACOA,Magangué,Bolívar,Aeródromo,9.2849,-74.8465,AEROCIVIL,AEROCIVIL,1129.0,26.0,33112.0,195.0,"  352,000",1968-05-17,,2B,Privado,271.0,13,13430,2017
MGN,MGN,BARACOA,Magangué,Bolívar,Aeródromo,9.2849,-74.8465,AEROCIVIL,AEROCIVIL,393.0,45.0,33112.0,195.0,"  352,000",1968-05-17,,2B,Público,194.0,13,13430,2018
MMP,MVP,SAN BERNARDO,Mompós,Bolívar,Aeródromo,9.2583,-74.4383,AEROCIVIL,AEROCIVIL,1564.0,2.0,16300.0,72.0,"  352,000",1968-05-17,,2A,Fumigación,754.0,13,13468,2017
MMP,MVP,SAN BERNARDO,Mompós,Bolívar,Aeródromo,9.2583,-74.4383,AEROCIVIL,AEROCIVIL,1565.0,2.0,16300.0,72.0,"  352,000",1968-05-17,,2A,Aerocivil,459.0,13,13468,2018
MQU,MQU,JOSE CELESTINO,San Sebastián de Mariquita,Tolima,Regional,5.2126,-74.8837,AEROCIVIL,AEROCIVIL,2739.0,5.0,,1531.0,"   51,000",1968-01-24,,2A,Aerocivil,916.0,73,73443,2017
MQU,MQU,JOSE CELESTINO,San Sebastián de Mariquita,Tolima,Regional,5.2126,-74.8837,AEROCIVIL,AEROCIVIL,3938.0,0.0,,1531.0,"   51,000",1968-01-24,,2A,Aerocivil,911.0,73,73443,2018
MTB,MTB,EL PINDO,Montelíbano,Córdoba,Regional,7.9733,-75.4413,AEROCIVIL,AEROCIVIL,892.0,24.0,12202.0,160.0," 3107,000",1981-04-08,,2C,Público,1731.0,23,23466,2017
MTB,MTB,EL PINDO,Montelíbano,Córdoba,Regional,7.9733,-75.4413,AEROCIVIL,AEROCIVIL,74.0,15.0,12202.0,160.0," 3107,000",1981-04-08,,2C,Público,1337.0,23,23466,2018
MTR,MTR,LOS GARZONES,Montería,Córdoba,Nacional,8.8239,-75.8261,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,289.0,15.0,,19.0,"  984,000",1987-02-02,,4C,Fumigación,124279.0,23,23001,2017
MTR,MTR,LOS GARZONES,Montería,Córdoba,Nacional,8.8239,-75.8261,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,284.0,9.0,,19.0,"  984,000",1987-02-02,,4C,Público,153227.0,23,23001,2018
MVP,MVP,FABIO A. LEON BENTLEY,Mitú,Vaupés,Regional,1.2535,-70.2341,MUNICIPIO,AEROCIVIL,3119.0,55.0,,680.0,"   34,000",1958-02-19,,3C,Aerocivil,61547.0,97,97001,2017
MVP,MVP,FABIO A. LEON BENTLEY,Mitú,Vaupés,Regional,1.2535,-70.2341,MUNICIPIO,AEROCIVIL,4185.0,85.0,,680.0,"   34,000",1958-02-19,,3C,Público,118611.0,97,97001,2018
NQU,NQU,REYES MURILLO,Nuquí,Chocó,Regional,5.712,-77.2627,AEROCIVIL,AEROCIVIL,83.0,6.0,,13.0,"    2,279",1975-08-21,,1A,Fumigación,22421.0,27,27495,2017
NQU,NQU,REYES MURILLO,Nuquí,Chocó,Regional,5.712,-77.2627,AEROCIVIL,AEROCIVIL,50.0,1.0,,13.0,"    2,279",1975-08-21,,1A,Aerocivil,36502.0,27,27495,2018
NVA,NVA,BENITO SALAS,Neiva,Huila,Internacional,2.9499,-75.2941,AEROCIVIL,AEROCIVIL,393.0,23.0,,1464.0,"   57,000",1958-02-28,,3C,Fumigación,79162.0,41,41001,2017
NVA,NVA,BENITO SALAS,Neiva,Huila,Internacional,2.9499,-75.2941,AEROCIVIL,AEROCIVIL,363.0,14.0,,1464.0,"   57,000",1958-02-28,,3C,Público,134962.0,41,41001,2018
OCV,OCV,AGUAS CLARAS,Ocaña,Norte de Santander,Regional,8.3156,-73.3583,AEROCIVIL,AEROCIVIL,774.0,57.0,19000.0,3850.0," 2363,000",1971-09-03,,2C,Público,969.0,54,54498,2017
OCV,OCV,AGUAS CLARAS,Ocaña,Norte de Santander,Regional,8.3156,-73.3583,AEROCIVIL,AEROCIVIL,733.0,69.0,19000.0,3850.0," 2363,000",1971-09-03,,2C,Aerocivil,288.0,54,54498,2018
ORU,,EL MEDANO,Orocué,Casanare,Aeródromo,4.7621,-71.7184,ALBERTO MENDOZA Y OTRO,EL MISMO,82.0,23.0,4950.0,485.0,"  828,000",2007-02-27,,1A,Privado,3.0,85,85230,2017
ORU,,EL MEDANO,Orocué,Casanare,Aeródromo,4.7621,-71.7184,ALBERTO MENDOZA Y OTRO,EL MISMO,78.0,28.0,4950.0,485.0,"  828,000",2007-02-27,,1A,Aerocivil,3.0,85,85230,2018
OTU,OTU,REMEDIOS OTU,Remedios,Antioquia,Regional,7.0106,-74.7156,AEROCIVIL,AEROCIVIL,1251.0,21.0,,2058.0,"  522,000",1968-07-03,,1A,Fumigación,10776.0,5,5604,2017
OTU,OTU,REMEDIOS OTU,Remedios,Antioquia,Regional,7.0106,-74.7156,AEROCIVIL,AEROCIVIL,1278.0,37.0,,2058.0,"  522,000",1968-07-03,,1A,Público,14977.0,5,5604,2018
PCR,PCR,GERMAN OLANO,Puerto Carreño,Vichada,Regional,6.185,-67.4925,MUNICIPIO,AEROCIVIL,3204.0,21.0,,1915.0,"  551,000",1968-07-10,,3C,Fumigación,9793.0,99,99001,2017
PCR,PCR,GERMAN OLANO,Puerto Carreño,Vichada,Regional,6.185,-67.4925,MUNICIPIO,AEROCIVIL,4748.0,12.0,,1915.0,"  551,000",1968-07-10,,3C,Fumigación,13142.0,99,99001,2018
PIP,RON,PAIPA JUAN JOSE RONDON,Paipa,Boyacá,Aeródromo,5.7644,-73.1057,AEROCIVIL,AEROCIVIL,944.0,52.0,11400.0,8205.0,"  984,000",1987-02-02,,3C,Privado,140.0,15,15516,2017
PIP,RON,PAIPA JUAN JOSE RONDON,Paipa,Boyacá,Aeródromo,5.7644,-73.1057,AEROCIVIL,AEROCIVIL,496.0,80.0,11400.0,8205.0,"  984,000",1987-02-02,,3C,Público,84.0,15,15516,2018
PLT,PLT,LAS FLORES,Plato,Magdalena,Aeródromo,9.7985,-74.7831,AEROCIVIL,AEROCIVIL,676.0,16.0,3500.0,86.0,"  876,000",1968-03-08,,2A,Aerocivil,551.0,47,47555,2017
PLT,PLT,LAS FLORES,Plato,Magdalena,Aeródromo,9.7985,-74.7831,AEROCIVIL,AEROCIVIL,131.0,8.0,3500.0,86.0,"  876,000",1968-03-08,,2A,Público,1018.0,47,47555,2018
PPN,PPN,GUILLERMO LEON VALENCIA,Popayán,Cauca,Nacional,2.4542,-76.6099,AEROCIVIL,AEROCIVIL,3055.0,52.0,,5669.0,"  455,000",1969-05-19,,4C,Aerocivil,21402.0,19,19001,2017
PPN,PPN,GUILLERMO LEON VALENCIA,Popayán,Cauca,Nacional,2.4542,-76.6099,AEROCIVIL,AEROCIVIL,5776.0,92.0,,5669.0,"  455,000",1969-05-19,,4C,Privado,42377.0,19,19001,2018
PSO,PSO,ANTONIO NARIÑO,Pasto,Nariño,Nacional,1.3964,-77.291,AEROCIVIL,AEROCIVIL,1214.0,29.0,,5896.0,"   95,000",1957-04-24,,4C,Privado,38299.0,52,52001,2017
PSO,PSO,ANTONIO NARIÑO,Pasto,Nariño,Nacional,1.3964,-77.291,AEROCIVIL,AEROCIVIL,412.0,11.0,,5896.0,"   95,000",1957-04-24,,4C,Público,46679.0,52,52001,2018
PTL,PTX,CONTADOR,Pitalito,Huila,Regional,1.8573,-76.0856,AEROCIVIL,AEROCIVIL,580.0,6.0,,4221.0," 2090,000",1974-10-22,,2B,Aerocivil,478.0,41,41551,2017
PTL,PTX,CONTADOR,Pitalito,Huila,Regional,1.8573,-76.0856,AEROCIVIL,AEROCIVIL,122.0,4.0,,4221.0," 2090,000",1974-10-22,,2B,Público,32.0,41,41551,2018
PTW,,GEMELOS DORADOS,Puerto Wilches,Santander,Aeródromo,7.2466,-73.7723,MILTON A. SALAZAR REY,EL MISMO,104.0,15.0,5670.0,314.0," 6473,000",2013-11-19,2017-01-09,1A,Aerocivil,248.0,68,68575,2017
PTW,,GEMELOS DORADOS,Puerto Wilches,Santander,Aeródromo,7.2466,-73.7723,MILTON A. SALAZAR REY,EL MISMO,2.0,24.0,5670.0,314.0," 6473,000",2013-11-19,2017-01-09,1A,Fumigación,275.0,68,68575,2018
PUU,PUU,TRES DE MAYO,Puerto Asís,Putumayo,Nacional,0.5054,-76.5008,AEROCIVIL,AEROCIVIL,988.0,35.0,33112.0,809.0,"  115,000",1965-09-02,,3C,Privado,12934.0,86,86568,2017
