PurchaseOrderLineID,PurchaseOrderID,StockItemID,OrderedOuters,Description,ReceivedOuters,PackageTypeID,ExpectedUnitPricePerOuter,LastReceiptDate,IsOrderLineFinalized,LastEditedBy,LastEditedWhen
6181,1548,86,2553,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2553,6,96.00,2015-07-24,1,7,2015-07-24 07:00:00.0000000
6182,1548,95,1289,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1289,6,90.00,2015-07-24,1,7,2015-07-24 07:00:00.0000000
6183,1548,98,2663,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2663,6,96.00,2015-07-24,1,7,2015-07-24 07:00:00.0000000
6184,1549,184,1063,Shipping carton (Brown) 305x305x305mm,1063,7,47.50,2015-07-24,1,7,2015-07-24 07:00:00.0000000
6185,1549,193,2003,Black and orange glass with care despatch tape 48mmx75m,2003,7,38.40,2015-07-24,1,7,2015-07-24 07:00:00.0000000
6186,1549,204,2272,Tape dispenser (Red),2272,7,170.00,2015-07-24,1,7,2015-07-24 07:00:00.0000000
6187,1550,77,2541,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2541,6,84.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6188,1550,78,2637,"""The Gu"" red shirt XML tag t-shirt (White) XS",2637,6,84.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6189,1550,80,1261,"""The Gu"" red shirt XML tag t-shirt (White) M",1261,6,84.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6190,1550,86,2568,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2568,6,96.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6191,1550,95,1285,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1285,6,90.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6192,1550,98,2670,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2670,6,96.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6193,1551,184,1073,Shipping carton (Brown) 305x305x305mm,1073,7,47.50,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6194,1551,193,2009,Black and orange glass with care despatch tape 48mmx75m,2009,7,38.40,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6195,1551,204,2280,Tape dispenser (Red),2280,7,170.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6196,1552,86,3,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",3,6,96.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6197,1552,95,10,"""The Gu"" red shirt XML tag t-shirt (Black) XL",10,6,90.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6198,1552,98,6,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",6,6,96.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6199,1553,184,8,Shipping carton (Brown) 305x305x305mm,8,7,47.50,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6200,1553,193,5,Black and orange glass with care despatch tape 48mmx75m,5,7,38.40,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6201,1553,204,2,Tape dispenser (Red),2,7,170.00,2015-07-27,1,18,2015-07-27 07:00:00.0000000
6202,1554,77,2551,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2551,6,84.00,2015-07-28,1,17,2015-07-28 07:00:00.0000000
6203,1554,78,2633,"""The Gu"" red shirt XML tag t-shirt (White) XS",2633,6,84.00,2015-07-28,1,17,2015-07-28 07:00:00.0000000
6204,1554,80,1259,"""The Gu"" red shirt XML tag t-shirt (White) M",1259,6,84.00,2015-07-28,1,17,2015-07-28 07:00:00.0000000
6205,1554,86,2569,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2569,6,96.00,2015-07-28,1,17,2015-07-28 07:00:00.0000000
6206,1554,95,1294,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1294,6,90.00,2015-07-28,1,17,2015-07-28 07:00:00.0000000
6207,1554,98,2685,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2685,6,96.00,2015-07-28,1,17,2015-07-28 07:00:00.0000000
6208,1555,184,1078,Shipping carton (Brown) 305x305x305mm,1078,7,47.50,2015-07-28,1,17,2015-07-28 07:00:00.0000000
6209,1555,193,2018,Black and orange glass with care despatch tape 48mmx75m,2018,7,38.40,2015-07-28,1,17,2015-07-28 07:00:00.0000000
6210,1555,204,2280,Tape dispenser (Red),2280,7,170.00,2015-07-28,1,17,2015-07-28 07:00:00.0000000
6211,1556,77,2549,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2549,6,84.00,2015-07-29,1,11,2015-07-29 07:00:00.0000000
6212,1556,78,2641,"""The Gu"" red shirt XML tag t-shirt (White) XS",2641,6,84.00,2015-07-29,1,11,2015-07-29 07:00:00.0000000
6213,1556,80,1255,"""The Gu"" red shirt XML tag t-shirt (White) M",1255,6,84.00,2015-07-29,1,11,2015-07-29 07:00:00.0000000
6214,1556,86,2576,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2576,6,96.00,2015-07-29,1,11,2015-07-29 07:00:00.0000000
6215,1556,95,1296,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1296,6,90.00,2015-07-29,1,11,2015-07-29 07:00:00.0000000
6216,1556,98,2689,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2689,6,96.00,2015-07-29,1,11,2015-07-29 07:00:00.0000000
6217,1557,184,1075,Shipping carton (Brown) 305x305x305mm,1075,7,47.50,2015-07-29,1,11,2015-07-29 07:00:00.0000000
6218,1557,193,2016,Black and orange glass with care despatch tape 48mmx75m,2016,7,38.40,2015-07-29,1,11,2015-07-29 07:00:00.0000000
6219,1557,204,2278,Tape dispenser (Red),2278,7,170.00,2015-07-29,1,11,2015-07-29 07:00:00.0000000
6220,1558,77,2547,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2547,6,84.00,2015-07-30,1,17,2015-07-30 07:00:00.0000000
6221,1558,78,2666,"""The Gu"" red shirt XML tag t-shirt (White) XS",2666,6,84.00,2015-07-30,1,17,2015-07-30 07:00:00.0000000
6222,1558,80,1251,"""The Gu"" red shirt XML tag t-shirt (White) M",1251,6,84.00,2015-07-30,1,17,2015-07-30 07:00:00.0000000
6223,1558,86,2584,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2584,6,96.00,2015-07-30,1,17,2015-07-30 07:00:00.0000000
6224,1558,95,1307,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1307,6,90.00,2015-07-30,1,17,2015-07-30 07:00:00.0000000
6225,1558,98,2687,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2687,6,96.00,2015-07-30,1,17,2015-07-30 07:00:00.0000000
6226,1559,184,1076,Shipping carton (Brown) 305x305x305mm,1076,7,47.50,2015-07-30,1,17,2015-07-30 07:00:00.0000000
6227,1559,193,2027,Black and orange glass with care despatch tape 48mmx75m,2027,7,38.40,2015-07-30,1,17,2015-07-30 07:00:00.0000000
6228,1559,204,2278,Tape dispenser (Red),2278,7,170.00,2015-07-30,1,17,2015-07-30 07:00:00.0000000
6229,1560,77,2553,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2553,6,84.00,2015-07-31,1,6,2015-07-31 07:00:00.0000000
6230,1560,78,2669,"""The Gu"" red shirt XML tag t-shirt (White) XS",2669,6,84.00,2015-07-31,1,6,2015-07-31 07:00:00.0000000
6231,1560,80,1272,"""The Gu"" red shirt XML tag t-shirt (White) M",1272,6,84.00,2015-07-31,1,6,2015-07-31 07:00:00.0000000
6232,1560,86,2606,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2606,6,96.00,2015-07-31,1,6,2015-07-31 07:00:00.0000000
6233,1560,95,1315,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1315,6,90.00,2015-07-31,1,6,2015-07-31 07:00:00.0000000
6234,1560,98,2685,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2685,6,96.00,2015-07-31,1,6,2015-07-31 07:00:00.0000000
6235,1561,184,1083,Shipping carton (Brown) 305x305x305mm,1083,7,47.50,2015-07-31,1,6,2015-07-31 07:00:00.0000000
6236,1561,193,2025,Black and orange glass with care despatch tape 48mmx75m,2025,7,38.40,2015-07-31,1,6,2015-07-31 07:00:00.0000000
6237,1561,204,2290,Tape dispenser (Red),2290,7,170.00,2015-07-31,1,6,2015-07-31 07:00:00.0000000
6238,1562,77,2552,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2552,6,84.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6239,1562,78,2667,"""The Gu"" red shirt XML tag t-shirt (White) XS",2667,6,84.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6240,1562,80,1268,"""The Gu"" red shirt XML tag t-shirt (White) M",1268,6,84.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6241,1562,86,2604,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2604,6,96.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6242,1562,95,1311,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1311,6,90.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6243,1562,98,2700,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2700,6,96.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6244,1563,184,1086,Shipping carton (Brown) 305x305x305mm,1086,7,47.50,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6245,1563,193,2023,Black and orange glass with care despatch tape 48mmx75m,2023,7,38.40,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6246,1563,204,2291,Tape dispenser (Red),2291,7,170.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6247,1564,77,1,"""The Gu"" red shirt XML tag t-shirt (White) XXS",1,6,84.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6248,1564,86,8,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",8,6,96.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6249,1564,98,10,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",10,6,96.00,2015-08-03,1,16,2015-08-03 07:00:00.0000000
6250,1565,77,2561,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2561,6,84.00,2015-08-04,1,4,2015-08-04 07:00:00.0000000
6251,1565,78,2678,"""The Gu"" red shirt XML tag t-shirt (White) XS",2678,6,84.00,2015-08-04,1,4,2015-08-04 07:00:00.0000000
6252,1565,80,1271,"""The Gu"" red shirt XML tag t-shirt (White) M",1271,6,84.00,2015-08-04,1,4,2015-08-04 07:00:00.0000000
6253,1565,86,2621,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2621,6,96.00,2015-08-04,1,4,2015-08-04 07:00:00.0000000
6254,1565,95,1306,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1306,6,90.00,2015-08-04,1,4,2015-08-04 07:00:00.0000000
6255,1565,98,2722,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2722,6,96.00,2015-08-04,1,4,2015-08-04 07:00:00.0000000
6256,1566,184,1080,Shipping carton (Brown) 305x305x305mm,1080,7,47.50,2015-08-04,1,4,2015-08-04 07:00:00.0000000
6257,1566,193,2026,Black and orange glass with care despatch tape 48mmx75m,2026,7,38.40,2015-08-04,1,4,2015-08-04 07:00:00.0000000
6258,1566,204,2293,Tape dispenser (Red),2293,7,170.00,2015-08-04,1,4,2015-08-04 07:00:00.0000000
6259,1567,77,2579,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2579,6,84.00,2015-08-05,1,5,2015-08-05 07:00:00.0000000
6260,1567,78,2678,"""The Gu"" red shirt XML tag t-shirt (White) XS",2678,6,84.00,2015-08-05,1,5,2015-08-05 07:00:00.0000000
6261,1567,80,1281,"""The Gu"" red shirt XML tag t-shirt (White) M",1281,6,84.00,2015-08-05,1,5,2015-08-05 07:00:00.0000000
6262,1567,86,2621,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2621,6,96.00,2015-08-05,1,5,2015-08-05 07:00:00.0000000
6263,1567,95,1311,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1311,6,90.00,2015-08-05,1,5,2015-08-05 07:00:00.0000000
6264,1567,98,2729,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2729,6,96.00,2015-08-05,1,5,2015-08-05 07:00:00.0000000
6265,1568,184,1077,Shipping carton (Brown) 305x305x305mm,1077,7,47.50,2015-08-05,1,5,2015-08-05 07:00:00.0000000
6266,1568,193,2036,Black and orange glass with care despatch tape 48mmx75m,2036,7,38.40,2015-08-05,1,5,2015-08-05 07:00:00.0000000
6267,1568,204,2295,Tape dispenser (Red),2295,7,170.00,2015-08-05,1,5,2015-08-05 07:00:00.0000000
6268,1569,77,2577,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2577,6,84.00,2015-08-06,1,2,2015-08-06 07:00:00.0000000
6269,1569,78,2690,"""The Gu"" red shirt XML tag t-shirt (White) XS",2690,6,84.00,2015-08-06,1,2,2015-08-06 07:00:00.0000000
6270,1569,80,1278,"""The Gu"" red shirt XML tag t-shirt (White) M",1278,6,84.00,2015-08-06,1,2,2015-08-06 07:00:00.0000000
6271,1569,86,2629,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2629,6,96.00,2015-08-06,1,2,2015-08-06 07:00:00.0000000
6272,1569,95,1307,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1307,6,90.00,2015-08-06,1,2,2015-08-06 07:00:00.0000000
6273,1569,98,2728,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2728,6,96.00,2015-08-06,1,2,2015-08-06 07:00:00.0000000
6274,1570,184,1076,Shipping carton (Brown) 305x305x305mm,1076,7,47.50,2015-08-06,1,2,2015-08-06 07:00:00.0000000
6275,1570,193,2041,Black and orange glass with care despatch tape 48mmx75m,2041,7,38.40,2015-08-06,1,2,2015-08-06 07:00:00.0000000
6276,1570,204,2301,Tape dispenser (Red),2301,7,170.00,2015-08-06,1,2,2015-08-06 07:00:00.0000000
6277,1571,77,2575,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2575,6,84.00,2015-08-07,1,17,2015-08-07 07:00:00.0000000
6278,1571,78,2689,"""The Gu"" red shirt XML tag t-shirt (White) XS",2689,6,84.00,2015-08-07,1,17,2015-08-07 07:00:00.0000000
6279,1571,80,1282,"""The Gu"" red shirt XML tag t-shirt (White) M",1282,6,84.00,2015-08-07,1,17,2015-08-07 07:00:00.0000000
6280,1571,86,2633,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2633,6,96.00,2015-08-07,1,17,2015-08-07 07:00:00.0000000
6281,1571,95,1303,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1303,6,90.00,2015-08-07,1,17,2015-08-07 07:00:00.0000000
6282,1571,98,2726,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2726,6,96.00,2015-08-07,1,17,2015-08-07 07:00:00.0000000
6283,1572,184,1073,Shipping carton (Brown) 305x305x305mm,1073,7,47.50,2015-08-07,1,17,2015-08-07 07:00:00.0000000
6284,1572,193,2041,Black and orange glass with care despatch tape 48mmx75m,2041,7,38.40,2015-08-07,1,17,2015-08-07 07:00:00.0000000
6285,1572,204,2319,Tape dispenser (Red),2319,7,170.00,2015-08-07,1,17,2015-08-07 07:00:00.0000000
6286,1573,77,2573,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2573,6,84.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6287,1573,78,2687,"""The Gu"" red shirt XML tag t-shirt (White) XS",2687,6,84.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6288,1573,80,1278,"""The Gu"" red shirt XML tag t-shirt (White) M",1278,6,84.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6289,1573,86,2631,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2631,6,96.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6290,1573,95,1299,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1299,6,90.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6291,1573,98,2726,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2726,6,96.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6292,1574,184,1070,Shipping carton (Brown) 305x305x305mm,1070,7,47.50,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6293,1574,193,2039,Black and orange glass with care despatch tape 48mmx75m,2039,7,38.40,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6294,1574,204,2318,Tape dispenser (Red),2318,7,170.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6295,1575,77,6,"""The Gu"" red shirt XML tag t-shirt (White) XXS",6,6,84.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6296,1575,78,8,"""The Gu"" red shirt XML tag t-shirt (White) XS",8,6,84.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6297,1575,95,4,"""The Gu"" red shirt XML tag t-shirt (Black) XL",4,6,90.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6298,1575,98,6,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",6,6,96.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6299,1576,193,15,Black and orange glass with care despatch tape 48mmx75m,15,7,38.40,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6300,1576,204,8,Tape dispenser (Red),8,7,170.00,2015-08-10,1,3,2015-08-10 07:00:00.0000000
6301,1577,77,2580,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2580,6,84.00,2015-08-11,1,3,2015-08-11 07:00:00.0000000
6302,1577,78,2693,"""The Gu"" red shirt XML tag t-shirt (White) XS",2693,6,84.00,2015-08-11,1,3,2015-08-11 07:00:00.0000000
6303,1577,80,1292,"""The Gu"" red shirt XML tag t-shirt (White) M",1292,6,84.00,2015-08-11,1,3,2015-08-11 07:00:00.0000000
6304,1577,86,2628,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2628,6,96.00,2015-08-11,1,3,2015-08-11 07:00:00.0000000
6305,1577,95,1299,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1299,6,90.00,2015-08-11,1,3,2015-08-11 07:00:00.0000000
6306,1577,98,2749,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2749,6,96.00,2015-08-11,1,3,2015-08-11 07:00:00.0000000
6307,1578,184,1070,Shipping carton (Brown) 305x305x305mm,1070,7,47.50,2015-08-11,1,3,2015-08-11 07:00:00.0000000
6308,1578,193,2059,Black and orange glass with care despatch tape 48mmx75m,2059,7,38.40,2015-08-11,1,3,2015-08-11 07:00:00.0000000
6309,1578,204,2327,Tape dispenser (Red),2327,7,170.00,2015-08-11,1,3,2015-08-11 07:00:00.0000000
6310,1579,77,2604,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2604,6,84.00,2015-08-12,1,8,2015-08-12 07:00:00.0000000
6311,1579,78,2696,"""The Gu"" red shirt XML tag t-shirt (White) XS",2696,6,84.00,2015-08-12,1,8,2015-08-12 07:00:00.0000000
6312,1579,80,1295,"""The Gu"" red shirt XML tag t-shirt (White) M",1295,6,84.00,2015-08-12,1,8,2015-08-12 07:00:00.0000000
6313,1579,86,2626,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2626,6,96.00,2015-08-12,1,8,2015-08-12 07:00:00.0000000
6314,1579,95,1301,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1301,6,90.00,2015-08-12,1,8,2015-08-12 07:00:00.0000000
6315,1579,98,2760,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2760,6,96.00,2015-08-12,1,8,2015-08-12 07:00:00.0000000
6316,1580,184,1067,Shipping carton (Brown) 305x305x305mm,1067,7,47.50,2015-08-12,1,8,2015-08-12 07:00:00.0000000
6317,1580,193,2067,Black and orange glass with care despatch tape 48mmx75m,2067,7,38.40,2015-08-12,1,8,2015-08-12 07:00:00.0000000
6318,1580,204,2328,Tape dispenser (Red),2328,7,170.00,2015-08-12,1,8,2015-08-12 07:00:00.0000000
6319,1581,77,2618,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2618,6,84.00,2015-08-13,1,17,2015-08-13 07:00:00.0000000
6320,1581,78,2724,"""The Gu"" red shirt XML tag t-shirt (White) XS",2724,6,84.00,2015-08-13,1,17,2015-08-13 07:00:00.0000000
6321,1581,80,1291,"""The Gu"" red shirt XML tag t-shirt (White) M",1291,6,84.00,2015-08-13,1,17,2015-08-13 07:00:00.0000000
6322,1581,86,2629,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2629,6,96.00,2015-08-13,1,17,2015-08-13 07:00:00.0000000
6323,1581,95,1311,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1311,6,90.00,2015-08-13,1,17,2015-08-13 07:00:00.0000000
6324,1581,98,2758,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2758,6,96.00,2015-08-13,1,17,2015-08-13 07:00:00.0000000
6325,1582,184,1075,Shipping carton (Brown) 305x305x305mm,1075,7,47.50,2015-08-13,1,17,2015-08-13 07:00:00.0000000
6326,1582,193,2074,Black and orange glass with care despatch tape 48mmx75m,2074,7,38.40,2015-08-13,1,17,2015-08-13 07:00:00.0000000
6327,1582,204,2326,Tape dispenser (Red),2326,7,170.00,2015-08-13,1,17,2015-08-13 07:00:00.0000000
6328,1583,77,2619,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2619,6,84.00,2015-08-14,1,8,2015-08-14 07:00:00.0000000
6329,1583,78,2722,"""The Gu"" red shirt XML tag t-shirt (White) XS",2722,6,84.00,2015-08-14,1,8,2015-08-14 07:00:00.0000000
6330,1583,80,1293,"""The Gu"" red shirt XML tag t-shirt (White) M",1293,6,84.00,2015-08-14,1,8,2015-08-14 07:00:00.0000000
6331,1583,86,2627,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2627,6,96.00,2015-08-14,1,8,2015-08-14 07:00:00.0000000
6332,1583,95,1307,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1307,6,90.00,2015-08-14,1,8,2015-08-14 07:00:00.0000000
6333,1583,98,2770,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2770,6,96.00,2015-08-14,1,8,2015-08-14 07:00:00.0000000
6334,1584,184,1080,Shipping carton (Brown) 305x305x305mm,1080,7,47.50,2015-08-14,1,8,2015-08-14 07:00:00.0000000
6335,1584,193,2072,Black and orange glass with care despatch tape 48mmx75m,2072,7,38.40,2015-08-14,1,8,2015-08-14 07:00:00.0000000
6336,1584,204,2324,Tape dispenser (Red),2324,7,170.00,2015-08-14,1,8,2015-08-14 07:00:00.0000000
6337,1585,77,2625,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2625,6,84.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6338,1585,78,2727,"""The Gu"" red shirt XML tag t-shirt (White) XS",2727,6,84.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6339,1585,80,1298,"""The Gu"" red shirt XML tag t-shirt (White) M",1298,6,84.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6340,1585,86,2643,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2643,6,96.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6341,1585,95,1303,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1303,6,90.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6342,1585,98,2768,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2768,6,96.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6343,1586,184,1077,Shipping carton (Brown) 305x305x305mm,1077,7,47.50,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6344,1586,193,2078,Black and orange glass with care despatch tape 48mmx75m,2078,7,38.40,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6345,1586,204,2329,Tape dispenser (Red),2329,7,170.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6346,1587,78,1,"""The Gu"" red shirt XML tag t-shirt (White) XS",1,6,84.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6347,1587,86,2,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2,6,96.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6348,1587,98,5,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",5,6,96.00,2015-08-17,1,11,2015-08-17 07:00:00.0000000
6349,1588,77,2628,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2628,6,84.00,2015-08-18,1,14,2015-08-18 07:00:00.0000000
6350,1588,78,2737,"""The Gu"" red shirt XML tag t-shirt (White) XS",2737,6,84.00,2015-08-18,1,14,2015-08-18 07:00:00.0000000
6351,1588,80,1300,"""The Gu"" red shirt XML tag t-shirt (White) M",1300,6,84.00,2015-08-18,1,14,2015-08-18 07:00:00.0000000
6352,1588,86,2644,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2644,6,96.00,2015-08-18,1,14,2015-08-18 07:00:00.0000000
6353,1588,95,1297,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1297,6,90.00,2015-08-18,1,14,2015-08-18 07:00:00.0000000
6354,1588,98,2772,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2772,6,96.00,2015-08-18,1,14,2015-08-18 07:00:00.0000000
6355,1589,184,1071,Shipping carton (Brown) 305x305x305mm,1071,7,47.50,2015-08-18,1,14,2015-08-18 07:00:00.0000000
6356,1589,193,2074,Black and orange glass with care despatch tape 48mmx75m,2074,7,38.40,2015-08-18,1,14,2015-08-18 07:00:00.0000000
6357,1589,204,2325,Tape dispenser (Red),2325,7,170.00,2015-08-18,1,14,2015-08-18 07:00:00.0000000
6358,1590,77,2630,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2630,6,84.00,2015-08-19,1,10,2015-08-19 07:00:00.0000000
6359,1590,78,2744,"""The Gu"" red shirt XML tag t-shirt (White) XS",2744,6,84.00,2015-08-19,1,10,2015-08-19 07:00:00.0000000
6360,1590,80,1297,"""The Gu"" red shirt XML tag t-shirt (White) M",1297,6,84.00,2015-08-19,1,10,2015-08-19 07:00:00.0000000
6361,1590,86,2642,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2642,6,96.00,2015-08-19,1,10,2015-08-19 07:00:00.0000000
6362,1590,95,1309,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1309,6,90.00,2015-08-19,1,10,2015-08-19 07:00:00.0000000
6363,1590,98,2770,"""The Gu"" red shirt XML tag t-shirt (Black) 4XL",2770,6,96.00,2015-08-19,1,10,2015-08-19 07:00:00.0000000
6364,1591,184,1068,Shipping carton (Brown) 305x305x305mm,1068,7,47.50,2015-08-19,1,10,2015-08-19 07:00:00.0000000
6365,1591,193,2082,Black and orange glass with care despatch tape 48mmx75m,2082,7,38.40,2015-08-19,1,10,2015-08-19 07:00:00.0000000
6366,1591,204,2326,Tape dispenser (Red),2326,7,170.00,2015-08-19,1,10,2015-08-19 07:00:00.0000000
6367,1592,77,2628,"""The Gu"" red shirt XML tag t-shirt (White) XXS",2628,6,84.00,2015-08-20,1,4,2015-08-20 07:00:00.0000000
6368,1592,78,2742,"""The Gu"" red shirt XML tag t-shirt (White) XS",2742,6,84.00,2015-08-20,1,4,2015-08-20 07:00:00.0000000
6369,1592,80,1302,"""The Gu"" red shirt XML tag t-shirt (White) M",1302,6,84.00,2015-08-20,1,4,2015-08-20 07:00:00.0000000
6370,1592,86,2649,"""The Gu"" red shirt XML tag t-shirt (White) 5XL",2649,6,96.00,2015-08-20,1,4,2015-08-20 07:00:00.0000000
6371,1592,95,1305,"""The Gu"" red shirt XML tag t-shirt (Black) XL",1305,6,90.00,2015-08-20,1,4,2015-08-20 07:00:00.0000000
